"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 18, 2016","1,914.02","1,892.81","1,923.50","1,885.15","-","1.23%"
"Mar 17, 2016","1,890.79","1,876.61","1,900.12","1,874.39","-","1.05%"
"Mar 16, 2016","1,871.20","1,858.01","1,871.20","1,852.92","-","0.87%"
"Mar 15, 2016","1,855.06","1,871.79","1,879.00","1,851.49","-","-0.55%"
"Mar 14, 2016","1,865.31","1,877.23","1,880.41","1,857.19","-","-0.60%"
"Mar 11, 2016","1,876.54","1,886.85","1,888.77","1,868.22","-","-0.43%"
"Mar 10, 2016","1,884.63","1,885.97","1,896.06","1,875.62","-","0.09%"
"Mar 09, 2016","1,883.00","1,899.19","1,906.99","1,875.51","-","-1.39%"
"Mar 07, 2016","1,909.57","1,883.38","1,909.57","1,883.38","-","1.67%"
"Mar 04, 2016","1,878.29","1,863.15","1,878.29","1,853.81","-","1.05%"
"Mar 03, 2016","1,858.69","1,836.07","1,863.95","1,836.07","-","1.41%"
"Mar 02, 2016","1,832.84","1,853.32","1,856.08","1,826.41","-","-0.61%"
"Mar 01, 2016","1,844.17","1,841.43","1,851.88","1,838.41","-","0.22%"
"Feb 29, 2016","1,840.17","1,811.53","1,841.56","1,798.51","-","1.29%"
"Feb 26, 2016","1,816.73","1,815.99","1,831.70","1,811.66","-","0.71%"
"Feb 25, 2016","1,803.89","1,802.37","1,819.19","1,777.70","-","0.37%"
"Feb 24, 2016","1,797.27","1,811.08","1,812.94","1,784.54","-","-1.38%"
"Feb 22, 2016","1,822.38","1,790.46","1,825.00","1,790.46","-","1.80%"
"Feb 20, 2016","1,790.15","1,793.68","1,798.77","1,786.92","-","-0.18%"
"Feb 19, 2016","1,793.37","1,805.82","1,805.82","1,778.96","-","-0.77%"
"Feb 18, 2016","1,807.21","1,770.30","1,807.32","1,770.30","-","2.08%"
"Feb 17, 2016","1,770.31","1,753.86","1,776.83","1,750.06","-","0.94%"
"Feb 16, 2016","1,753.86","1,738.89","1,758.17","1,738.89","-","0.88%"
"Feb 15, 2016","1,738.54","1,726.08","1,746.36","1,726.08","-","0.72%"
"Feb 12, 2016","1,726.04","1,711.60","1,733.66","1,711.60","-","0.84%"
"Feb 11, 2016","1,711.58","1,729.42","1,729.42","1,688.13","-","-1.11%"
"Feb 10, 2016","1,730.83","1,722.50","1,740.71","1,710.34","-","0.43%"
"Feb 09, 2016","1,723.36","1,744.17","1,752.89","1,715.03","-","-1.20%"
"Feb 08, 2016","1,744.27","1,780.26","1,784.56","1,737.06","-","-2.04%"
"Feb 05, 2016","1,780.59","1,786.70","1,796.48","1,772.27","-","-0.41%"
"Feb 04, 2016","1,787.93","1,745.21","1,792.48","1,745.21","-","2.38%"
"Feb 03, 2016","1,746.35","1,757.90","1,766.27","1,744.81","-","-0.68%"
"Feb 02, 2016","1,758.26","1,771.37","1,785.75","1,749.90","-","-0.84%"
"Feb 01, 2016","1,773.21","1,785.01","1,785.01","1,760.26","-","-0.66%"
"Jan 29, 2016","1,784.92","1,772.01","1,788.08","1,758.60","-","0.73%"
"Jan 28, 2016","1,771.93","1,747.63","1,771.93","1,739.85","-","1.39%"
"Jan 27, 2016","1,747.57","1,705.10","1,747.57","1,705.10","-","2.50%"
"Jan 26, 2016","1,705.01","1,716.86","1,719.09","1,695.91","-","-0.67%"
"Jan 25, 2016","1,716.56","1,718.25","1,725.91","1,700.36","-","-0.08%"
"Jan 22, 2016","1,717.98","1,683.75","1,730.14","1,682.92","-","2.43%"
"Jan 21, 2016","1,677.19","1,630.57","1,684.03","1,630.57","-","2.87%"
"Jan 20, 2016","1,630.39","1,641.62","1,641.62","1,601.73","-","-0.92%"
"Jan 19, 2016","1,645.56","1,622.53","1,674.98","1,622.53","-","1.43%"
"Jan 18, 2016","1,622.43","1,607.88","1,631.42","1,583.04","-","0.87%"
"Jan 15, 2016","1,608.36","1,680.81","1,686.85","1,597.87","-","-4.31%"
"Jan 14, 2016","1,680.77","1,684.77","1,685.62","1,658.84","-","-0.24%"
"Jan 13, 2016","1,684.78","1,692.48","1,708.97","1,682.39","-","-0.33%"
"Jan 12, 2016","1,690.30","1,682.72","1,705.13","1,660.17","-","0.46%"
"Jan 11, 2016","1,682.54","1,748.04","1,748.04","1,681.65","-","-3.78%"
"Jan 06, 2016","1,748.57","1,753.75","1,758.76","1,738.84","-","-0.32%"
"Jan 05, 2016","1,754.13","1,734.55","1,754.33","1,731.86","-","1.13%"
"Jan 04, 2016","1,734.56","1,761.42","1,762.27","1,731.62","-","-1.52%"
"Dec 30, 2015","1,761.36","1,763.71","1,770.69","1,751.39","-","-0.11%"
"Dec 29, 2015","1,763.38","1,728.23","1,763.38","1,727.08","-","1.86%"
"Dec 28, 2015","1,731.20","1,734.21","1,736.15","1,722.97","-","-0.17%"
"Dec 25, 2015","1,734.21","1,743.77","1,745.96","1,728.27","-","-0.49%"
"Dec 24, 2015","1,742.71","1,747.86","1,757.50","1,738.72","-","-0.29%"
"Dec 23, 2015","1,747.85","1,718.65","1,747.85","1,718.65","-","1.42%"
"Dec 22, 2015","1,723.35","1,716.92","1,729.07","1,715.03","-","0.38%"
"Dec 21, 2015","1,716.91","1,719.44","1,737.07","1,710.41","-","-0.13%"
"Dec 18, 2015","1,719.16","1,779.42","1,779.42","1,719.16","-","-3.47%"
"Dec 17, 2015","1,780.97","1,754.74","1,786.11","1,754.74","-","1.50%"
"Dec 16, 2015","1,754.71","1,743.03","1,759.09","1,743.03","-","0.70%"
"Dec 15, 2015","1,742.46","1,708.89","1,749.52","1,708.89","-","1.98%"
"Dec 14, 2015","1,708.70","1,720.37","1,721.48","1,698.93","-","-0.67%"
"Dec 11, 2015","1,720.31","1,732.90","1,732.90","1,711.82","-","-0.73%"
"Dec 10, 2015","1,732.89","1,732.65","1,747.55","1,723.36","-","-0.01%"
"Dec 09, 2015","1,733.09","1,719.84","1,740.47","1,719.84","-","0.83%"
"Dec 08, 2015","1,718.77","1,740.64","1,741.79","1,712.90","-","-1.28%"
"Dec 07, 2015","1,741.14","1,756.11","1,767.34","1,735.09","-","-0.80%"
"Dec 04, 2015","1,755.22","1,786.55","1,798.81","1,741.61","-","-1.79%"
"Dec 03, 2015","1,787.23","1,770.10","1,792.34","1,764.96","-","0.97%"
"Dec 02, 2015","1,770.13","1,773.49","1,793.25","1,760.58","-","-0.16%"
"Dec 01, 2015","1,772.97","1,771.05","1,785.29","1,763.05","-","0.11%"
"Nov 30, 2015","1,771.05","1,794.25","1,807.54","1,771.05","-","-1.37%"
"Nov 27, 2015","1,795.70","1,828.32","1,828.32","1,790.94","-","-1.78%"
"Nov 26, 2015","1,828.30","1,833.97","1,850.37","1,816.61","-","-0.29%"
"Nov 25, 2015","1,833.53","1,810.02","1,837.02","1,808.91","-","1.30%"
"Nov 24, 2015","1,810.05","1,868.08","1,873.53","1,798.78","-","-3.11%"
"Nov 23, 2015","1,868.07","1,826.87","1,868.66","1,811.85","-","2.26%"
"Nov 20, 2015","1,826.72","1,810.03","1,831.69","1,798.02","-","0.86%"
"Nov 19, 2015","1,811.20","1,811.89","1,842.11","1,805.45","-","0.04%"
"Nov 18, 2015","1,810.48","1,787.11","1,820.34","1,785.11","-","1.30%"
"Nov 17, 2015","1,787.23","1,740.98","1,792.79","1,740.98","-","2.73%"
"Nov 16, 2015","1,739.80","1,728.12","1,751.66","1,726.32","-","0.67%"
"Nov 13, 2015","1,728.17","1,739.84","1,744.09","1,723.63","-","-0.68%"
"Nov 12, 2015","1,739.96","1,739.29","1,750.65","1,732.51","-","-0.03%"
"Nov 11, 2015","1,740.56","1,747.02","1,755.87","1,733.79","-","-0.37%"
"Nov 10, 2015","1,746.94","1,751.45","1,754.57","1,734.38","-","-0.26%"
"Nov 09, 2015","1,751.44","1,754.19","1,763.52","1,742.58","-","-0.17%"
"Nov 06, 2015","1,754.36","1,766.18","1,778.18","1,746.31","-","-0.67%"
"Nov 05, 2015","1,766.28","1,764.94","1,784.36","1,762.16","-","0.15%"
"Nov 03, 2015","1,763.60","1,735.76","1,766.85","1,734.33","-","1.60%"
"Nov 02, 2015","1,735.75","1,710.90","1,737.14","1,701.25","-","1.42%"
"Oct 30, 2015","1,711.53","1,708.51","1,723.04","1,699.28","-","0.17%"
"Oct 29, 2015","1,708.60","1,725.90","1,727.29","1,707.14","-","-1.04%"
"Oct 28, 2015","1,726.61","1,725.91","1,727.39","1,708.40","-","0.04%"
"Oct 27, 2015","1,725.89","1,712.23","1,725.89","1,692.29","-","0.80%"
"Oct 26, 2015","1,712.13","1,725.51","1,731.57","1,696.83","-","-0.77%"
"Oct 23, 2015","1,725.45","1,713.65","1,734.92","1,710.60","-","0.78%"
"Oct 22, 2015","1,712.10","1,709.93","1,718.65","1,702.66","-","0.13%"
"Oct 21, 2015","1,709.94","1,722.70","1,722.89","1,702.23","-","-0.74%"
"Oct 20, 2015","1,722.62","1,716.15","1,722.62","1,702.42","-","0.38%"
"Oct 19, 2015","1,716.08","1,717.09","1,722.47","1,702.40","-","-0.05%"
"Oct 16, 2015","1,717.00","1,731.90","1,746.02","1,715.01","-","-0.86%"
"Oct 15, 2015","1,731.91","1,722.84","1,746.67","1,722.84","-","0.52%"
"Oct 14, 2015","1,723.01","1,720.80","1,731.53","1,704.27","-","0.13%"
"Oct 13, 2015","1,720.81","1,710.60","1,720.81","1,697.55","-","0.60%"
"Oct 12, 2015","1,710.60","1,728.43","1,739.19","1,699.75","-","-1.03%"
"Oct 09, 2015","1,728.44","1,690.66","1,734.74","1,690.66","-","2.32%"
"Oct 08, 2015","1,689.32","1,679.36","1,691.82","1,660.37","-","0.59%"
"Oct 07, 2015","1,679.49","1,670.68","1,679.49","1,656.41","-","0.53%"
"Oct 06, 2015","1,670.69","1,652.49","1,670.69","1,649.61","-","1.10%"
"Oct 05, 2015","1,652.47","1,612.71","1,654.73","1,612.71","-","2.47%"
"Oct 02, 2015","1,612.56","1,627.07","1,630.75","1,603.48","-","-0.89%"
"Oct 01, 2015","1,626.97","1,644.52","1,649.52","1,616.87","-","-0.97%"
"Sep 30, 2015","1,642.97","1,630.53","1,654.28","1,630.53","-","0.76%"
"Sep 29, 2015","1,630.51","1,616.36","1,635.39","1,606.83","-","0.88%"
"Sep 28, 2015","1,616.36","1,639.64","1,643.93","1,614.38","-","-1.42%"
